"Unique identification number of the institution","Level of student","Level of student (original line number on survey form)","Attendance status of student","Level of student","Nonresident alien men","Nonresident alien women","OLD - Black non-Hispanic men","OLD - Black non-Hispanic women","OLD - American Indian or Alaska Native men","OLD - American Indian or Alaska Native women","OLD - Asian or Pacific Islander men","OLD - Asian or Pacific Islander women","OLD - Hispanic men","OLD - Hispanic women","OLD - White non-Hispanic men","OLD - White non-Hispanic women","Race/ethnicity unknown men","Race/ethnicity unknown women","Grand total men","Grand total women","Nonresident alien total","OLD - Black non-Hispanic total","OLD - American Indian or Alaska Native total","OLD - Asian or Pacific Islander total","OLD - Hispanic total","OLD - White non-Hispanic total","Race/ethnicity unknown total","Grand total","Hispanic men","Hispanic women","American Indian or Alaska Native men","American Indian or Alaska Native women","Asian men","Asian women","Black or African American men","Black or African American women","Native Hawaiian or Other Pacific Islander men","Native Hawaiian or Other Pacific Islander women","White men","White women","Two or more races men","Two or more races women","Hispanic total","American Indian or Alaska Native total","Asian total","Black or African American total","Native Hawaiian or Other Pacific Islander total","White total","Two or more races total","DERIVED - American Indian or Alaska Native total","DERIVED - American Indian or Alaska Native men","DERIVED - American Indian or Alaska Native women","DERIVED - Asian/Native Hawaiian/Other Pacific Islander total","DERIVED - Asian/Native Hawaiian/Other Pacific Islander men","DERIVED - Asian/Native Hawaiian/Other Pacific Islander women","DERIVED - Black or African American/Black non-Hispanic total","DERIVED - Black or African American/Black non-Hispanic men","DERIVED - Black or African American/Black non-Hispanic women","DERIVED - Hispanic or Latino/Hispanic total","DERIVED - Hispanic or Latino/Hispanic men","DERIVED - Hispanic or Latino/Hispanic women","DERIVED - White/White non-Hispanic total","DERIVED - White/White non-Hispanic men","DERIVED - White/White non-Hispanic women","FY","Fall","Institution_Name","EFALevel_desc","Line_desc","Section_desc","LStudy_desc"
"168148","2","99","3","1"," 158"," 170",,,,,,,,,,," 321"," 334"," 2567"," 2657"," 328",,,,,," 655"," 5224","125"," 181"," 1"," 8"," 265"," 309","109","155"," 2"," 2","1536","1424"," 50"," 74"," 306","  9"," 574"," 264"," 4"," 2960"," 124",,,,,,,,,,,,,,,,"2011","2010","Tufts University","All students, Undergraduate total","Generated record not on original survey","All students","Undergraduate"
"168148","3","99","3","1"," 158"," 170",,,,,,,,,,," 311"," 315"," 2555"," 2632"," 328",,,,,," 626"," 5187","125"," 181"," 1"," 8"," 265"," 309","108","153"," 2"," 2","1535","1420"," 50"," 74"," 306","  9"," 574"," 261"," 4"," 2955"," 124",,,,,,,,,,,,,,,,"2011","2010","Tufts University","All students, Undergraduate, Degree/certificate-seeking total","Generated record not on original survey","All students","Undergraduate"
"168148","4","99","3","1","  36","  41",,,,,,,,,,,"  76","  81","  664","  649","  77",,,,,," 157"," 1313"," 39","  42"," 0"," 0","  54","  62"," 36"," 33"," 0"," 0"," 396"," 359"," 27"," 31","  81","  0"," 116","  69"," 0","  755","  58",,,,,,,,,,,,,,,,"2011","2010","Tufts University","All students, Undergraduate, Degree/certificate-seeking, First-time","Generated record not on original survey","All students","Undergraduate"
"168148","5","99","3","1"," 122"," 129",,,,,,,,,,," 235"," 234"," 1891"," 1983"," 251",,,,,," 469"," 3874"," 86"," 139"," 1"," 8"," 211"," 247"," 72","120"," 2"," 2","1139","1061"," 23"," 43"," 225","  9"," 458"," 192"," 4"," 2200","  66",,,,,,,,,,,,,,,,"2011","2010","Tufts University","All students, Undergraduate, Other degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"168148","11","99","3","1","   0","   0",,,,,,,,,,,"  10","  19","   12","   25","   0",,,,,,"  29","   37","  0","   0"," 0"," 0","   0","   0","  1","  2"," 0"," 0","   1","   4","  0","  0","   0","  0","   0","   3"," 0","    5","   0",,,,,,,,,,,,,,,,"2011","2010","Tufts University","All students, Undergraduate, Non-degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"168148","12","99","3","3"," 368"," 360",,,,,,,,,,," 266"," 315"," 2255"," 3001"," 728",,,,,," 581"," 5256"," 79"," 108"," 1"," 4"," 301"," 323"," 54"," 94"," 3"," 4","1155","1727"," 28"," 66"," 187","  5"," 624"," 148"," 7"," 2882","  94",,,,,,,,,,,,,,,,"2011","2010","Tufts University","All students, Graduate","Generated record not on original survey","All students","Graduate"
"168148","19","99","3","1","   0","   0",,,,,,,,,,,"   4","   3","   14","   18","   0",,,,,,"   7","   32","  2","   1"," 1"," 0","   0","   3","  0","  1"," 0"," 0","   7","  10","  0","  0","   3","  1","   3","   1"," 0","   17","   0",,,,,,,,,,,,,,,,"2011","2010","Tufts University","All students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Generated record not on original survey","All students","Undergraduate"
"168148","20","99","3","1"," 122"," 129",,,,,,,,,,," 231"," 231"," 1877"," 1965"," 251",,,,,," 462"," 3842"," 84"," 138"," 0"," 8"," 211"," 244"," 72","119"," 2"," 2","1132","1051"," 23"," 43"," 222","  8"," 455"," 191"," 4"," 2183","  66",,,,,,,,,,,,,,,,"2011","2010","Tufts University","All students, Undergraduate, Other degree/certifcate-seeking, Continuing","Generated record not on original survey","All students","Undergraduate"
"168148","21","14","1","4"," 505"," 504",,,,,,,,,,," 508"," 517"," 4501"," 5204","1009",,,,,,"1025"," 9705","194"," 273"," 0","11"," 544"," 610","150","230"," 5"," 6","2524","2915"," 71","138"," 467"," 11","1154"," 380","11"," 5439"," 209",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Full-time students total","Total full-time students","Full-time","All students"
"168148","22","8","1","1"," 155"," 170",,,,,,,,,,," 309"," 314"," 2529"," 2621"," 325",,,,,," 623"," 5150","123"," 178"," 0"," 8"," 263"," 306","105","152"," 2"," 2","1524","1417"," 48"," 74"," 301","  8"," 569"," 257"," 4"," 2941"," 122",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Full-time students, Undergraduate total","Total  full-time undergraduates","Full-time","Undergraduate"
"168148","23","6","1","1"," 155"," 170",,,,,,,,,,," 309"," 314"," 2529"," 2621"," 325",,,,,," 623"," 5150","123"," 178"," 0"," 8"," 263"," 306","105","152"," 2"," 2","1524","1417"," 48"," 74"," 301","  8"," 569"," 257"," 4"," 2941"," 122",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Full-time students, Undergraduate, Degree/certificate-seeking total","Full-time degree-seeking undergraduates, total","Full-time","Undergraduate"
"168148","24","1","1","1","  36","  41",,,,,,,,,,,"  76","  81","  663","  649","  77",,,,,," 157"," 1312"," 39","  42"," 0"," 0","  54","  62"," 36"," 33"," 0"," 0"," 395"," 359"," 27"," 31","  81","  0"," 116","  69"," 0","  754","  58",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Full-time, first-time, first-year, degree-seeking undergraduates","Full-time","Undergraduate"
"168148","25","99","1","1"," 119"," 129",,,,,,,,,,," 233"," 233"," 1866"," 1972"," 248",,,,,," 466"," 3838"," 84"," 136"," 0"," 8"," 209"," 244"," 69","119"," 2"," 2","1129","1058"," 21"," 43"," 220","  8"," 453"," 188"," 4"," 2187","  64",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Full-time","Undergraduate"
"168148","32","11","1","3"," 350"," 334",,,,,,,,,,," 199"," 203"," 1972"," 2583"," 684",,,,,," 402"," 4555"," 71","  95"," 0"," 3"," 281"," 304"," 45"," 78"," 3"," 4","1000","1498"," 23"," 64"," 166","  3"," 585"," 123"," 7"," 2498","  87",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Full-time students, Graduate","Full-time graduates","Full-time","Graduate"
"168148","39","2","1","1","   0","   0",,,,,,,,,,,"   4","   3","   13","   18","   0",,,,,,"   7","   31","  2","   1"," 0"," 0","   0","   3","  0","  1"," 0"," 0","   7","  10","  0","  0","   3","  0","   3","   1"," 0","   17","   0",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Full-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Full-time undergraduate, other degree/certifcate-seeking, transfer-ins","Full-time","Undergraduate"
"168148","40","3","1","1"," 119"," 129",,,,,,,,,,," 229"," 230"," 1853"," 1954"," 248",,,,,," 459"," 3807"," 82"," 135"," 0"," 8"," 209"," 241"," 69","118"," 2"," 2","1122","1048"," 21"," 43"," 217","  8"," 450"," 187"," 4"," 2170","  64",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Full-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Full-time  undergraduate, other degree/certifcate-seeking, continuing","Full-time","Undergraduate"
"168148","41","28","2","4","  21","  26",,,,,,,,,,,"  79"," 132","  321","  454","  47",,,,,," 211","  775"," 10","  16"," 2"," 1","  22","  22"," 13"," 19"," 0"," 0"," 167"," 236","  7","  2","  26","  3","  44","  32"," 0","  403","   9",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Part-time students total","Total part-time","Part-time","All students"
"168148","42","22","2","1","   3","   0",,,,,,,,,,,"  12","  20","   38","   36","   3",,,,,,"  32","   74","  2","   3"," 1"," 0","   2","   3","  4","  3"," 0"," 0","  12","   7","  2","  0","   5","  1","   5","   7"," 0","   19","   2",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Part-time students, Undergraduate total","Total part-time undergraduates","Part-time","Undergraduate"
"168148","43","20","2","1","   3","   0",,,,,,,,,,,"   2","   1","   26","   11","   3",,,,,,"   3","   37","  2","   3"," 1"," 0","   2","   3","  3","  1"," 0"," 0","  11","   3","  2","  0","   5","  1","   5","   4"," 0","   14","   2",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Part-time students, Undergraduate, Degree/certificate-seeking total","Part-time degree-seeking undergraduates, total","Part-time","Undergraduate"
"168148","44","15","2","1","   0","   0",,,,,,,,,,,"   0","   0","    1","    0","   0",,,,,,"   0","    1","  0","   0"," 0"," 0","   0","   0","  0","  0"," 0"," 0","   1","   0","  0","  0","   0","  0","   0","   0"," 0","    1","   0",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","Part-time, first-time, first-year, degree-seeking undergraduates","Part-time","Undergraduate"
"168148","45","99","2","1","   3","   0",,,,,,,,,,,"   2","   1","   25","   11","   3",,,,,,"   3","   36","  2","   3"," 1"," 0","   2","   3","  3","  1"," 0"," 0","  10","   3","  2","  0","   5","  1","   5","   4"," 0","   13","   2",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Part-time","Undergraduate"
"168148","51","21","2","1","   0","   0",,,,,,,,,,,"  10","  19","   12","   25","   0",,,,,,"  29","   37","  0","   0"," 0"," 0","   0","   0","  1","  2"," 0"," 0","   1","   4","  0","  0","   0","  0","   0","   3"," 0","    5","   0",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Part-time students, Undergraduate, Non-degree/certificate-seeking","Part-time nondegree-seeking undergraduates","Part-time","Undergraduate"
"168148","52","25","2","3","  18","  26",,,,,,,,,,,"  67"," 112","  283","  418","  44",,,,,," 179","  701","  8","  13"," 1"," 1","  20","  19","  9"," 16"," 0"," 0"," 155"," 229","  5","  2","  21","  2","  39","  25"," 0","  384","   7",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Part-time students, Graduate","Part-time graduates","Part-time","Graduate"
"168148","59","16","2","1","   0","   0",,,,,,,,,,,"   0","   0","    1","    0","   0",,,,,,"   0","    1","  0","   0"," 1"," 0","   0","   0","  0","  0"," 0"," 0","   0","   0","  0","  0","   0","  1","   0","   0"," 0","    0","   0",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Part-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Part-time undergraduate, other degree/certifcate-seeking, transfer-ins","Part-time","Undergraduate"
"168148","60","17","2","1","   3","   0",,,,,,,,,,,"   2","   1","   24","   11","   3",,,,,,"   3","   35","  2","   3"," 0"," 0","   2","   3","  3","  1"," 0"," 0","  10","   3","  2","  0","   5","  0","   5","   4"," 0","   13","   2",,,,,,,,,,,,,,,,"2011","2010","Tufts University","Part-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Part-time undergraduate, other degree/certifcate-seeking, continuing","Part-time","Undergraduate"
"179867","1","29","3","4","1028"," 848",,,,,,,,,,," 509"," 471"," 6796"," 7024","1876",,,,,," 980","13820","223"," 280","15","18"," 835"," 746","292","530"," 1"," 4","3750","3957","143","170"," 503"," 33","1581"," 822"," 5"," 7707"," 313",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","All students total","Total enrollment","All students","All students"
"179867","2","99","3","1"," 254"," 227",,,,,,,,,,," 254"," 269"," 3534"," 3604"," 481",,,,,," 523"," 7138","142"," 181"," 1"," 3"," 556"," 448","160","313"," 1"," 0","2070","2046"," 96","117"," 323","  4","1004"," 473"," 1"," 4116"," 213",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","All students, Undergraduate total","Generated record not on original survey","All students","Undergraduate"
"179867","3","99","3","1"," 219"," 202",,,,,,,,,,," 245"," 243"," 3304"," 3238"," 421",,,,,," 488"," 6542","139"," 167"," 1"," 2"," 534"," 429","147","260"," 0"," 0","1925","1822"," 94","113"," 306","  3"," 963"," 407"," 0"," 3747"," 207",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","All students, Undergraduate, Degree/certificate-seeking total","Generated record not on original survey","All students","Undergraduate"
"179867","4","99","3","1","  57","  51",,,,,,,,,,,"  32","  36","  853","  779"," 108",,,,,,"  68"," 1632"," 43","  41"," 1"," 0"," 177"," 113"," 30"," 61"," 0"," 0"," 486"," 450"," 27"," 27","  84","  1"," 290","  91"," 0","  936","  54",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","All students, Undergraduate, Degree/certificate-seeking, First-time","Generated record not on original survey","All students","Undergraduate"
"179867","5","99","3","1"," 162"," 151",,,,,,,,,,," 213"," 207"," 2451"," 2459"," 313",,,,,," 420"," 4910"," 96"," 126"," 0"," 2"," 357"," 316","117","199"," 0"," 0","1439","1372"," 67"," 86"," 222","  2"," 673"," 316"," 0"," 2811"," 153",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","All students, Undergraduate, Other degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"179867","11","99","3","1","  35","  25",,,,,,,,,,,"   9","  26","  230","  366","  60",,,,,,"  35","  596","  3","  14"," 0"," 1","  22","  19"," 13"," 53"," 1"," 0"," 145"," 224","  2","  4","  17","  1","  41","  66"," 1","  369","   6",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","All students, Undergraduate, Non-degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"179867","12","99","3","3"," 774"," 621",,,,,,,,,,," 255"," 202"," 3262"," 3420","1395",,,,,," 457"," 6682"," 81","  99","14","15"," 279"," 298","132","217"," 0"," 4","1680","1911"," 47"," 53"," 180"," 29"," 577"," 349"," 4"," 3591"," 100",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","All students, Graduate","Generated record not on original survey","All students","Graduate"
"179867","19","99","3","1","  15","   8",,,,,,,,,,,"   3","   7","   61","   49","  23",,,,,,"  10","  110","  3","   0"," 0"," 1","   1","   4","  5","  5"," 0"," 0","  32","  24","  2","  0","   3","  1","   5","  10"," 0","   56","   2",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","All students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Generated record not on original survey","All students","Undergraduate"
"179867","20","99","3","1"," 147"," 143",,,,,,,,,,," 210"," 200"," 2390"," 2410"," 290",,,,,," 410"," 4800"," 93"," 126"," 0"," 1"," 356"," 312","112","194"," 0"," 0","1407","1348"," 65"," 86"," 219","  1"," 668"," 306"," 0"," 2755"," 151",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","All students, Undergraduate, Other degree/certifcate-seeking, Continuing","Generated record not on original survey","All students","Undergraduate"
"179867","21","14","1","4"," 985"," 799",,,,,,,,,,," 437"," 395"," 5871"," 5852","1784",,,,,," 832","11723","205"," 246","10","13"," 762"," 677","235","387"," 0"," 3","3099","3179","138","153"," 451"," 23","1439"," 622"," 3"," 6278"," 291",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","Full-time students total","Total full-time students","Full-time","All students"
"179867","22","8","1","1"," 237"," 211",,,,,,,,,,," 240"," 235"," 3211"," 3074"," 448",,,,,," 475"," 6285","134"," 162"," 1"," 1"," 532"," 422","132","221"," 0"," 0","1843","1711"," 92","111"," 296","  2"," 954"," 353"," 0"," 3554"," 203",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","Full-time students, Undergraduate total","Total  full-time undergraduates","Full-time","Undergraduate"
"179867","23","6","1","1"," 217"," 199",,,,,,,,,,," 240"," 232"," 3185"," 3056"," 416",,,,,," 472"," 6241","134"," 162"," 1"," 1"," 531"," 422","131","221"," 0"," 0","1839","1708"," 92","111"," 296","  2"," 953"," 352"," 0"," 3547"," 203",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","Full-time students, Undergraduate, Degree/certificate-seeking total","Full-time degree-seeking undergraduates, total","Full-time","Undergraduate"
"179867","24","1","1","1","  56","  51",,,,,,,,,,,"  32","  36","  847","  777"," 107",,,,,,"  68"," 1624"," 43","  41"," 1"," 0"," 177"," 113"," 29"," 61"," 0"," 0"," 482"," 449"," 27"," 26","  84","  1"," 290","  90"," 0","  931","  53",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Full-time, first-time, first-year, degree-seeking undergraduates","Full-time","Undergraduate"
"179867","25","99","1","1"," 161"," 148",,,,,,,,,,," 208"," 196"," 2338"," 2279"," 309",,,,,," 404"," 4617"," 91"," 121"," 0"," 1"," 354"," 309","102","160"," 0"," 0","1357","1259"," 65"," 85"," 212","  1"," 663"," 262"," 0"," 2616"," 150",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Full-time","Undergraduate"
"179867","31","7","1","1","  20","  12",,,,,,,,,,,"   0","   3","   26","   18","  32",,,,,,"   3","   44","  0","   0"," 0"," 0","   1","   0","  1","  0"," 0"," 0","   4","   3","  0","  0","   0","  0","   1","   1"," 0","    7","   0",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","Full-time students, Undergraduate, Non-degree/certificate-seeking","Full-time nondegree-seeking undergraduates","Full-time","Undergraduate"
"179867","32","11","1","3"," 748"," 588",,,,,,,,,,," 197"," 160"," 2660"," 2778","1336",,,,,," 357"," 5438"," 71","  84"," 9","12"," 230"," 255","103","166"," 0"," 3","1256","1468"," 46"," 42"," 155"," 21"," 485"," 269"," 3"," 2724","  88",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","Full-time students, Graduate","Full-time graduates","Full-time","Graduate"
"179867","39","2","1","1","  15","   7",,,,,,,,,,,"   2","   5","   52","   29","  22",,,,,,"   7","   81","  2","   0"," 0"," 0","   1","   2","  1","  0"," 0"," 0","  29","  15","  2","  0","   2","  0","   3","   1"," 0","   44","   2",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","Full-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Full-time undergraduate, other degree/certifcate-seeking, transfer-ins","Full-time","Undergraduate"
"179867","40","3","1","1"," 146"," 141",,,,,,,,,,," 206"," 191"," 2286"," 2250"," 287",,,,,," 397"," 4536"," 89"," 121"," 0"," 1"," 353"," 307","101","160"," 0"," 0","1328","1244"," 63"," 85"," 210","  1"," 660"," 261"," 0"," 2572"," 148",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","Full-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Full-time  undergraduate, other degree/certifcate-seeking, continuing","Full-time","Undergraduate"
"179867","41","28","2","4","  43","  49",,,,,,,,,,,"  72","  76","  925"," 1172","  92",,,,,," 148"," 2097"," 18","  34"," 5"," 5","  73","  69"," 57","143"," 1"," 1"," 651"," 778","  5"," 17","  52"," 10"," 142"," 200"," 2"," 1429","  22",,,,,,,,,,,,,,,,"2011","2010","Washington University in St Louis","Part-time students total","Total part-time","Part-time","All students"
